"","cancion_nombre","cancion_popularidad","cancion_artista","cancion_artista_completo","cancion_album","cancion_numero","pais_nombre","feature_bailabilidad","feature_energia","feature_clave","feature_fuerza","feature_modo","feature_hablado","feature_acustico","feature_instrumental","feature_en_vivo","feature_positividad","feature_tempo","feature_duracion_ms","feature_tiempo_compas","album_fecha"
"476","Cuaderno",86,"Dalex","Dalex feat. Nicky Jam feat. Justin Quiles feat. Sech feat. Lenny Tavárez feat. Feid feat. Rafa Pabön","Climaxxx",24,"España",0.681,0.648,1,-5.021,0,0.38,0.524,0,0.104,0.687,172.019,286507,4,"2019-05-10"
"477","Si Se Da",87,"Myke Towers","Myke Towers feat. Farruko","Si Se Da",25,"España",0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977,237013,4,"2019-02-26"
"478","Swing",84,"Danny Ocean","Danny Ocean","54+1",26,"España",0.729,0.616,8,-6.422,1,0.249,0.458,0,0.082,0.532,106.486,155058,4,"2019-03-22"
"479","HP",83,"Maluma","Maluma","11:11",27,"España",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-05-17"
"480","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",28,"España",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"481","Enchochado de Ti",76,"Don Patricio","Don Patricio","La Dura Vida del Joven Rapero",29,"España",0.556,0.508,7,-6.564,1,0.352,0.402,0.00533,0.165,0.53,180.071,213373,4,"2019-01-27"
"482","Crush",46,"Jennifer Paige","Jennifer Paige feat. ReUnited","Crush",30,"España",0.664,0.779,1,-6.589,0,0.0325,0.0347,1.88e-06,0.333,0.676,117.996,182617,4,"2019-05-31"
"483","11 PM",89,"Maluma","Maluma","11:11",31,"España",0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692,175733,4,"2019-05-17"
"484","Con La Miel En Los Labios",70,"Aitana","Aitana","Con La Miel En Los Labios",32,"España",0.662,0.331,6,-8.35,1,0.0407,0.869,0,0.114,0.432,113.779,202447,3,"2019-05-30"
"485","Déjate Querer",83,"Lalo Ebratt","Lalo Ebratt feat. Sebastian Yatra feat. Yera feat. Trapical Minds","Déjate Querer",33,"España",0.755,0.792,6,-4.238,1,0.0484,0.028,0,0.0754,0.844,106.014,202824,4,"2019-02-28"
"486","Baila Baila Baila - Remix",87,"Ozuna","Ozuna feat. Daddy Yankee feat. J Balvin feat. Farruko feat. Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",34,"España",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"2019-04-25"
"487","Presiento",70,"Morat","Morat feat. Aitana","Balas Perdidas (Edición Especial)",35,"España",0.711,0.727,2,-3.15,1,0.162,0.168,0,0.296,0.465,180.039,174380,4,"2018-10-25"
"488","Delincuente",81,"Farruko","Farruko feat. Anuel Aa feat. Kendo Kaponi","Gangalee",36,"España",0.655,0.858,0,-5.607,0,0.315,0.53,0,0.344,0.65,83.489,396120,4,"2019-04-26"
"489","No Te Veo - Remix",80,"Casper Magico","Casper Magico feat. Anuel Aa","No Te Veo",37,"España",0.861,0.786,1,-3.833,1,0.229,0.485,2.44e-05,0.113,0.778,104.017,252440,4,"2019-04-30"
"490","Date La Vuelta",84,"Luis Fonsi","Luis Fonsi feat. Sebastian Yatra feat. Nicky Jam","Date La Vuelta",38,"España",0.747,0.825,6,-2.903,1,0.0566,0.0487,0,0.107,0.866,94.006,219773,4,"2019-04-24"
"491","Ocean",81,"Karol G","Karol G","OCEAN",39,"España",0.727,0.482,11,-6.193,1,0.115,0.933,0,0.388,0.487,74.93,155947,4,"2019-05-03"
"492","Up",24,"Nacho Fano","Nacho Fano feat. Censored","Up",40,"España",0.663,0.942,11,-6.008,0,0.0853,0.000735,0.192,0.306,0.482,125.994,221034,4,"2019-05-24"
"493","Que Mas Pues - Remix",88,"Sech","Sech feat. Justin Quiles feat. Maluma feat. Nicky Jam feat. Farruko feat. Dalex feat. Lenny Tavárez","Sueños",41,"España",0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,305962,5,"2019-04-19"
"494","Me llama",75,"Beret","Beret","Me llama",42,"España",0.682,0.55,1,-5.91,1,0.105,0.175,0,0.116,0.271,90.727,211180,4,"2019-04-26"
"495","Secreto",89,"Anuel Aa","Anuel Aa feat. Karol G","Secreto",43,"España",0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,"2019-01-15"
"496","Hope",35,"Mike Wit","Mike Wit","What The End of A Relationship Sounds Like",44,"España",0.694,0.581,6,-7.382,1,0.0496,0.843,2.12e-06,0.0823,0.664,107.059,172722,4,"2019-05-03"
"497","Serpiente Veneno (feat. Ele A El Dominio)",76,"Kidd Keo","Kidd Keo feat. Ele A El Dominio","Serpiente Veneno (feat. Ele A El Dominio)",45,"España",0.918,0.527,1,-6.733,1,0.276,0.108,8.62e-05,0.0549,0.553,99.973,268437,4,"2019-04-26"
"498","Aullando",86,"Wisin & Yandel","Wisin & Yandel feat. Romeo Santos","Los Campeones del Pueblo ""The Big Leagues""",46,"España",0.8,0.74,10,-4.52,0,0.0479,0.184,0,0.0558,0.775,90.035,226200,4,"2018-12-14"
"499","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",47,"España",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"500","El Efecto",77,"Rauw Alejandro","Rauw Alejandro feat. Chencho Corleone","El Efecto",48,"España",0.849,0.781,0,-4.635,0,0.159,0.406,0,0.0801,0.893,84.041,217143,4,"2019-03-15"
"501","bad guy",100,"Billie Eilish","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",49,"España",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,"2019-03-29"
"502","Maldición",61,"Lola Indigo","Lola Indigo feat. Lalo Ebratt","Akelarre",50,"España",0.807,0.613,6,-7.955,0,0.175,0.0191,0.00316,0.287,0.533,100.036,188693,4,"2019-05-16"
"503","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",1,"El Salvador",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"504","Desconocidos",85,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Desconocidos",2,"El Salvador",0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,"2018-10-12"
"505","MIA (feat. Drake)",87,"Bad Bunny","Bad Bunny feat. Drake","MIA (feat. Drake)",3,"El Salvador",0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,"2018-10-11"
"506","Adan y Eva",86,"Paulo Londra","Paulo Londra","Adan y Eva",4,"El Salvador",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0676,0.72,171.993,258639,4,"2018-11-05"
"507","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",88,"DJ Snake","DJ Snake feat. Selena Gomez feat. Ozuna feat. Cardi B","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",5,"El Salvador",0.841,0.798,1,-4.206,0,0.229,0.153,3.33e-06,0.0618,0.591,95.948,212500,4,"2018-09-28"
"508","Ella Quiere Beber - Remix",52,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",6,"El Salvador",0.751,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.698,95.239,219357,4,"2018-11-02"
"509","Vaina Loca",82,"Ozuna","Ozuna feat. Manuel Turizo","Aura",7,"El Salvador",0.754,0.805,6,-4.249,1,0.0752,0.315,0,0.203,0.555,93.983,176133,4,"2018-08-24"
"510","Bubalu",80,"Becky G","Becky G feat. Prince Royce feat. DJ Luian feat. Mambo Kingz feat. Anuel Aa","Bubalu",8,"El Salvador",0.8,0.355,6,-10.47,0,0.0895,0.616,0,0.118,0.253,145.929,228493,4,"2018-11-06"
"511","Cuando Te Besé",80,"Becky G","Becky G feat. Paulo Londra","Cuando Te Besé",9,"El Salvador",0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,4,"2018-08-02"
"512","Solo de Mi",74,"Bad Bunny","Bad Bunny","X 100PRE",10,"El Salvador",0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,4,"2018-12-23"
"513","Culpables",79,"Karol G","Karol G feat. Anuel Aa","Culpables",11,"El Salvador",0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,0.416,130.059,226627,4,"2018-09-14"
"514","Ya No Tiene Novio",79,"Sebastian Yatra","Sebastian Yatra feat. Mau y Ricky","Ya No Tiene Novio",12,"El Salvador",0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,"2018-08-10"
"515","Adictiva",83,"Daddy Yankee","Daddy Yankee feat. Anuel Aa","Adictiva",13,"El Salvador",0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,4,"2018-11-09"
"516","La Player (Bandolera)",78,"Zion & Lennox","Zion & Lennox","La Player (Bandolera)",14,"El Salvador",0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,"2018-02-16"
"517","Ni Gucci Ni Prada",79,"Kenny Man","Kenny Man","Ni Gucci Ni Prada",15,"El Salvador",0.799,0.676,2,-5.644,1,0.169,0.41,0.000777,0.325,0.91,104.956,175200,4,"2018-09-14"
"518","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",16,"El Salvador",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"519","Imposible",78,"Luis Fonsi","Luis Fonsi feat. Ozuna","Imposible",17,"El Salvador",0.786,0.764,11,-2.935,1,0.0798,0.122,0,0.102,0.913,90.979,163880,4,"2018-10-19"
"520","thank u, next",58,"Ariana Grande","Ariana Grande","thank u, next",18,"El Salvador",0.724,0.647,1,-5.642,1,0.0658,0.28,0,0.102,0.435,106.96,207333,4,"2018-11-03"
"521","BEBE",80,"6ix9ine","6ix9ine feat. Anuel Aa","DUMMY BOY",19,"El Salvador",0.635,0.902,0,-3.559,1,0.109,0.172,0,0.125,0.286,102.063,217822,4,"2018-11-27"
"522","No Es Justo",76,"J Balvin","J Balvin feat. Zion & Lennox","Vibras",20,"El Salvador",0.684,0.811,7,-4.494,1,0.0714,0.161,0.000363,0.0871,0.721,87.866,250840,4,"2018-05-25"
"523","Créeme",82,"Karol G","Karol G feat. Maluma","Créeme",21,"El Salvador",0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,0.682,96.939,212493,4,"2018-11-02"
"524","Amigos Con Derechos",75,"Reik","Reik feat. Maluma","Amigos Con Derechos",22,"El Salvador",0.686,0.807,1,-3.324,1,0.0613,0.0481,0,0.0652,0.63,183.971,227476,4,"2018-08-31"
"525","Quiere Beber",44,"Anuel Aa","Anuel Aa","Real Hasta la Muerte",23,"El Salvador",0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,187125,4,"2018-07-17"
"526","Sola",77,"Manuel Turizo","Manuel Turizo","Sola",24,"El Salvador",0.704,0.706,11,-5.233,0,0.111,0.483,0,0.0965,0.856,92.965,195044,4,"2018-11-09"
"527","Mala Mía",78,"Maluma","Maluma","Mala Mía",25,"El Salvador",0.749,0.752,6,-4.883,1,0.345,0.31,0,0.232,0.901,180.049,183753,4,"2018-08-10"
"528","Reggaeton",82,"J Balvin","J Balvin","Reggaeton",26,"El Salvador",0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,4,"2018-11-17"
"529","Baby Girl (feat. Lalo Ebratt)",76,"Mario Bautista","Mario Bautista feat. Lalo Ebratt","Baby Girl (feat. Lalo Ebratt)",27,"El Salvador",0.804,0.705,1,-5.272,1,0.199,0.0275,0.000138,0.202,0.45,103.009,218470,4,"2018-08-17"
"530","Sunflower - Spider-Man: Into the Spider-Verse",94,"Post Malone","Post Malone feat. Swae Lee","Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)",28,"El Salvador",0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,158040,4,"2018-12-14"
"531","Puntos Suspensivos",78,"Piso 21","Piso 21","Ubuntu",29,"El Salvador",0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316,4,"2018-05-11"
"532","PPP",78,"Kevin Roldan","Kevin Roldan","PPP",30,"El Salvador",0.786,0.65,4,-6.839,1,0.109,0.363,8.17e-05,0.122,0.712,92.975,129040,4,"2018-09-07"
"533","Te Boté - Remix",83,"Nio Garcia","Nio Garcia feat. Casper Magico feat. Bad Bunny feat. Darell feat. Ozuna feat. Nicky Jam","Te Boté (Remix)",31,"El Salvador",0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,4,"2018-04-13"
"534","Asesina - Remix",79,"Brytiago","Brytiago feat. Daddy Yankee feat. Ozuna feat. Darell feat. Anuel Aa","Asesina (Remix)",32,"El Salvador",0.825,0.69,10,-4.252,0,0.226,0.589,0,0.413,0.516,94.194,327467,4,"2018-10-31"
"535","Hipócrita",43,"Anuel Aa","Anuel Aa feat. Zion","Real Hasta la Muerte",33,"El Salvador",0.79,0.858,2,-2.78,1,0.0471,0.303,0,0.61,0.79,92.05,192000,4,"2018-07-17"
"536","Nena Maldición (feat. Lenny Tavárez)",73,"Paulo Londra","Paulo Londra feat. Lenny Tavárez","Nena Maldición (feat. Lenny Tavárez)",34,"El Salvador",0.762,0.631,6,-4.837,1,0.0544,0.178,0,0.146,0.379,118.969,228875,4,"2018-01-30"
"537","NI BIEN NI MAL",82,"Bad Bunny","Bad Bunny","X 100PRE",35,"El Salvador",0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,0.337,128.028,236216,4,"2018-12-23"
"538","Déjala que vuelva (feat. Manuel Turizo)",71,"Piso 21","Piso 21 feat. Manuel Turizo","Ubuntu",36,"El Salvador",0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,4,"2018-05-11"
"539","Estamos Bien",76,"Bad Bunny","Bad Bunny","X 100PRE",37,"El Salvador",0.759,0.536,9,-6.663,0,0.173,0.821,4.57e-06,0.107,0.439,119.883,208080,4,"2018-12-23"
"540","Por Perro",69,"Sebastian Yatra","Sebastian Yatra feat. Luis Figueroa feat. Lary Over","MANTRA",38,"El Salvador",0.684,0.762,0,-5.18,1,0.0501,0.429,0,0.0852,0.892,172.009,245440,4,"2018-05-18"
"541","I Like It",86,"Cardi B","Cardi B feat. Bad Bunny feat. J Balvin","Invasion of Privacy",39,"El Salvador",0.816,0.726,5,-3.998,0,0.129,0.099,0,0.372,0.65,136.048,253390,4,"2018-04-06"
"542","Happier",91,"Marshmello","Marshmello feat. Bastille","Happier",40,"El Salvador",0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,214290,4,"2018-08-17"
"543","Déjalo",75,"Nacho","Nacho feat. Manuel Turizo","Déjalo",41,"El Salvador",0.743,0.795,11,-5.733,1,0.0732,0.199,0,0.0577,0.682,95.003,202893,4,"2018-11-30"
"544","Ibiza",78,"Ozuna","Ozuna feat. Romeo Santos","Aura",42,"El Salvador",0.691,0.71,5,-5.144,1,0.334,0.254,0,0.108,0.726,192.046,200747,4,"2018-08-24"
"545","Sin Pijama",82,"Becky G","Becky G feat. Natti Natasha","Sin Pijama",43,"El Salvador",0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,188560,4,"2018-04-20"
"546","Caro",79,"Bad Bunny","Bad Bunny","X 100PRE",44,"El Salvador",0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4,"2018-12-23"
"547","Te Vi",87,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",45,"El Salvador",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"548","Girls Like You (feat. Cardi B)",79,"Maroon 5","Maroon 5 feat. Cardi B","Red Pill Blues (Deluxe)",46,"El Salvador",0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4,"2018-06-15"
"549","Epa Wei",75,"Danny Ocean","Danny Ocean","Epa Wei",47,"El Salvador",0.688,0.82,6,-4.715,0,0.155,0.233,0,0.091,0.804,107.833,208254,4,"2018-08-10"
"550","Me Rehúso",79,"Danny Ocean","Danny Ocean","Me Rehúso",48,"El Salvador",0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715,4,"2017-06-16"
"551","Otra Noche en Miami",75,"Bad Bunny","Bad Bunny","X 100PRE",49,"El Salvador",0.514,0.646,1,-8.833,1,0.275,0.197,2.3e-05,0.0958,0.297,88.661,233128,4,"2018-12-23"
"552","Bohemian Rhapsody - Remastered 2011",78,"Queen","Queen","A Night At The Opera (Deluxe Remastered Version)",50,"El Salvador",0.397,0.396,3,-9.91,1,0.05,0.254,0,0.268,0.227,142.913,354320,4,"1975-11-21"
"553","Otro Trago",96,"Sech","Sech feat. Darell","Sueños",1,"Ecuador",0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4,"2019-04-19"
"554","Soltera - Remix",94,"Lunay","Lunay feat. Daddy Yankee feat. Bad Bunny","Soltera (Remix)",2,"Ecuador",0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,266087,4,"2019-05-10"
"555","Tal Vez",79,"Paulo Londra","Paulo Londra","Homerun",3,"Ecuador",0.855,0.649,8,-2.443,1,0.151,0.25,0,0.0801,0.741,161.986,263899,4,"2019-05-23"
"556","Qué pasó?",46,"J.Beren","J.Beren feat. Nassim","Qué pasó?",4,"Ecuador",0.678,0.717,11,-5.365,0,0.245,0.202,0,0.892,0.654,82.201,181084,4,"2019-05-17"
"557","Callaita",92,"Bad Bunny","Bad Bunny feat. Tainy","Callaita",5,"Ecuador",0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,"2019-05-31"
"558","Pa Mí - Remix",90,"Dalex","Dalex feat. Rafa Pabön feat. Khea feat. Sech feat. Feid feat. Cazzu feat. Lenny Tavárez","Climaxxx",6,"Ecuador",0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,360960,4,"2019-05-10"
"559","11 PM",89,"Maluma","Maluma","11:11",7,"Ecuador",0.777,0.712,10,-4.84,1,0.277,0.217,0,0.091,0.68,95.692,175733,4,"2019-05-17"
"560","Verte Ir",91,"DJ Luian","DJ Luian feat. Mambo Kingz feat. Anuel Aa feat. Nicky Jam feat. Darell feat. Brytiago","Verte Ir",8,"Ecuador",0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,"2019-03-28"
"561","Con Altura",91,"ROSALÍA","ROSALÍA feat. J Balvin feat. El Guincho","Con Altura",9,"Ecuador",0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,"2019-03-28"
"562","La Boca",84,"Mau y Ricky","Mau y Ricky feat. Camilo","Para Aventuras y Curiosidades",10,"Ecuador",0.618,0.795,2,-1.8,1,0.113,0.0655,0,0.309,0.76,185.901,206279,4,"2019-05-03"
"563","Te Robaré",91,"Nicky Jam","Nicky Jam feat. Ozuna","Te Robaré",11,"Ecuador",0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,"2019-03-22"
"564","Que Mas Pues - Remix",88,"Sech","Sech feat. Justin Quiles feat. Maluma feat. Nicky Jam feat. Farruko feat. Dalex feat. Lenny Tavárez","Sueños",12,"Ecuador",0.648,0.661,11,-5.027,1,0.195,0.121,2.33e-06,0.12,0.813,113.363,305962,5,"2019-04-19"
"565","HP",83,"Maluma","Maluma","11:11",13,"Ecuador",0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,"2019-05-17"
"566","Con Calma",95,"Daddy Yankee","Daddy Yankee feat. Snow","Con Calma",14,"Ecuador",0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,"2019-01-24"
"567","Destino",64,"Greeicy","Greeicy feat. Nacho","Baila",15,"Ecuador",0.701,0.767,0,-3.055,1,0.0746,0.0135,7.29e-06,0.0612,0.695,188.085,180480,4,"2019-05-17"
"568","Te Vi",87,"Piso 21","Piso 21 feat. Micro Tdh","Te Vi",16,"Ecuador",0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,0.706,102.02,231848,4,"2018-12-14"
"569","Secreto",89,"Anuel Aa","Anuel Aa feat. Karol G","Secreto",17,"Ecuador",0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4,"2019-01-15"
"570","Desconocidos",73,"Mau y Ricky","Mau y Ricky feat. Manuel Turizo feat. Camilo","Para Aventuras y Curiosidades",18,"Ecuador",0.719,0.753,7,-4.891,1,0.179,0.118,4.21e-06,0.212,0.675,174.107,204564,4,"2019-05-03"
"571","Si Se Da",87,"Myke Towers","Myke Towers feat. Farruko","Si Se Da",19,"Ecuador",0.83,0.71,11,-5.523,0,0.326,0.374,0,0.0877,0.703,93.977,237013,4,"2019-02-26"
"572","No Te Vayas",77,"Camilo","Camilo","No Te Vayas",20,"Ecuador",0.766,0.721,6,-4.46,0,0.0738,0.0527,0,0.128,0.81,92.001,201227,4,"2019-03-29"
"573","Adan y Eva",74,"Paulo Londra","Paulo Londra","Homerun",21,"Ecuador",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0745,0.72,171.993,256972,4,"2019-05-23"
"574","Esclavo de Tus Besos",86,"Manuel Turizo","Manuel Turizo feat. Ozuna","Esclavo de Tus Besos",22,"Ecuador",0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,"2019-02-15"
"575","Calma - Remix",91,"Pedro Capó","Pedro Capó feat. Farruko","Calma (Remix)",23,"Ecuador",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,238200,4,"2018-10-05"
"576","Cuaderno",86,"Dalex","Dalex feat. Nicky Jam feat. Justin Quiles feat. Sech feat. Lenny Tavárez feat. Feid feat. Rafa Pabön","Climaxxx",24,"Ecuador",0.681,0.648,1,-5.021,0,0.38,0.524,0,0.104,0.687,172.019,286507,4,"2019-05-10"
"577","Un Año",74,"Sebastian Yatra","Sebastian Yatra feat. Reik","FANTASÍA",25,"Ecuador",0.773,0.378,1,-7.062,0,0.0531,0.14,0,0.133,0.513,94.946,163813,4,"2019-04-12"
"578","No Me Conoce - Remix",78,"Jhay Cortez","Jhay Cortez feat. J Balvin feat. Bad Bunny","Famouz",26,"Ecuador",0.806,0.786,10,-3.831,0,0.0741,0.145,0,0.0935,0.58,91.973,309120,4,"2019-05-24"
"579","Amanece",86,"Anuel Aa","Anuel Aa feat. Haze","Amanece",27,"Ecuador",0.79,0.631,8,-5.549,0,0.0425,0.437,0,0.158,0.889,94.039,190005,4,"2018-12-14"
"580","Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles)",78,"Paulo Londra","Paulo Londra feat. Ghetto feat. Justin Quiles","Homerun",28,"Ecuador",0.86,0.697,1,-4.727,1,0.0718,0.102,0,0.159,0.586,129.978,268794,4,"2019-05-23"
"581","Homerun (Intro)",79,"Paulo Londra","Paulo Londra","Homerun",29,"Ecuador",0.822,0.264,5,-9.37,1,0.0593,0.669,0,0.0972,0.672,135.117,149505,4,"2019-05-23"
"582","Contra La Pared",88,"Sean Paul","Sean Paul feat. J Balvin","Contra La Pared",30,"Ecuador",0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681,4,"2019-03-14"
"583","Aullando",86,"Wisin & Yandel","Wisin & Yandel feat. Romeo Santos","Los Campeones del Pueblo ""The Big Leagues""",31,"Ecuador",0.8,0.74,10,-4.52,0,0.0479,0.184,0,0.0558,0.775,90.035,226200,4,"2018-12-14"
"584","Ocean",81,"Karol G","Karol G","OCEAN",32,"Ecuador",0.727,0.482,11,-6.193,1,0.115,0.933,0,0.388,0.487,74.93,155947,4,"2019-05-03"
"585","Baila Baila Baila - Remix",87,"Ozuna","Ozuna feat. Daddy Yankee feat. J Balvin feat. Farruko feat. Anuel Aa","Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",33,"Ecuador",0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,"2019-04-25"
"586","Punto G",73,"Karol G","Karol G","OCEAN",34,"Ecuador",0.791,0.746,6,-4.716,1,0.0907,0.00938,0.000117,0.125,0.905,165.994,183160,4,"2019-05-03"
"587","Créeme",71,"Karol G","Karol G feat. Maluma","OCEAN",35,"Ecuador",0.715,0.874,6,-3.576,1,0.0548,0.126,0.000162,0.105,0.652,96.995,214293,4,"2019-05-03"
"588","bad guy",100,"Billie Eilish","Billie Eilish","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",36,"Ecuador",0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,"2019-03-29"
"589","Cristina",73,"Sebastian Yatra","Sebastian Yatra","FANTASÍA",37,"Ecuador",0.411,0.508,5,-4.342,1,0.0557,0.29,0,0.123,0.668,81.96,201627,3,"2019-04-12"
"590","Amor Genuino",83,"Ozuna","Ozuna","Amor Genuino",38,"Ecuador",0.442,0.445,10,-4.071,0,0.0381,0.653,0,0.118,0.423,85.744,179937,4,"2019-06-04"
"591","Solita",79,"Sech","Sech feat. Farruko feat. Zion & Lennox","Sueños",39,"Ecuador",0.679,0.831,2,-1.866,1,0.109,0.159,1.1e-06,0.097,0.88,88.792,219520,4,"2019-04-19"
"592","Date La Vuelta",84,"Luis Fonsi","Luis Fonsi feat. Sebastian Yatra feat. Nicky Jam","Date La Vuelta",40,"Ecuador",0.747,0.825,6,-2.903,1,0.0566,0.0487,0,0.107,0.866,94.006,219773,4,"2019-04-24"
"593","ReBoTa",58,"Guayna","Guayna","ReBoTa",41,"Ecuador",0.82,0.895,2,-2.735,1,0.275,0.186,0,0.325,0.909,90.09,202478,4,"2019-05-25"
"594","Pa Olvidarte (feat. Manuel Turizo) - Remix",81,"ChocQuibTown","ChocQuibTown feat. Zion & Lennox feat. Farruko feat. Manuel Turizo","Pa Olvidarte (feat. Manuel Turizo) [Remix]",42,"Ecuador",0.724,0.791,7,-5.411,1,0.169,0.0441,6.55e-06,0.239,0.856,176.011,256418,4,"2019-02-01"
"595","Déjate Querer",83,"Lalo Ebratt","Lalo Ebratt feat. Sebastian Yatra feat. Yera feat. Trapical Minds","Déjate Querer",43,"Ecuador",0.755,0.792,6,-4.238,1,0.0484,0.028,0,0.0754,0.844,106.014,202824,4,"2019-02-28"
"596","Ella Quiere Beber - Remix",85,"Anuel Aa","Anuel Aa feat. Romeo Santos","Ella Quiere Beber (Remix)",44,"Ecuador",0.75,0.665,8,-3.083,1,0.124,0.265,0,0.0515,0.697,95.239,219357,4,"2018-11-02"
"597","Por Eso Vine",80,"Paulo Londra","Paulo Londra","Homerun",45,"Ecuador",0.76,0.646,8,-5.048,0,0.433,0.233,0,0.0905,0.625,188.009,178534,4,"2019-05-23"
